"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","attn","commit","Q111_1","Q111_2","Q111_3","Q111_4","Q113_1","Q113_2","Q113_3","Q113_4","Q115_1","Q115_2","Q115_3","Q115_4","Q84","Q86","Q88","Q90","Q88.1","Q89","Q90.1","Q91","Q93","Q94","Q95","Q96","police_att","police_impt","assault_att","assault_impt","gender","gender_4_TEXT","age","political","condition","topic","statement_attitude","FL_6_DO","FL_81_DO","FL_46_DO","FL_86_DO","text","textID","agree1_disagree0","seedtext","text_wdct","sentiment","followed","own_attitude","text_agree","receptive","issue","issue_pos","issue_agree","issue_extrem","write.time"
"2019-04-10 14:02:19","2019-04-10 14:13:47",0,"47.152.98.57",100,687,1,"2019-04-10 14:13:48","R_2BboQbbjxXDYRQW",NA,NA,NA,NA,33.7415924072266,-116.972999572754,"anonymous","EN",21,"I will answer each question with at least three full sentences.",1,1,1,2,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,2,"-99",48,2,"manipulated","police",0,"FL_60","FL_82","Police_Disgree_Statement_5(dataset_id115/p_id70/session4)","","I agree with your statement, I also value human life.  Everyone has a right to dignity and to be able to live without fear. I do have a question though,  What do you feel the police should do when confronted with an armed suspect who seems ready to hurt them.  I myself can not blame them for having a proclivity to self-protection.","blmAnti5",0,"I value human life and feel there is a right to dignity - to be able to live without fear of unreasonable search and seizure. Recent fatal interactions between police and citizens have shown a proclivity to self protection rather than preservation of all human life",63,0,1,1,0,1,"blm",5,1,1,217.5
"2019-04-10 14:07:40","2019-04-10 14:13:55",0,"173.90.75.108",100,375,1,"2019-04-10 14:13:56","R_3MEXKqkjRxQ0sB5",NA,NA,NA,NA,40.7960968017578,-81.3797988891602,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,NA,2,NA,3,1,NA,1,4,NA,NA,1,"-99",42,2,"not_manipulated","police",0,"FL_61","FL_82","Police_Disagree_Statement_3(dataset_id81/p_id33/session3)","","Thank yo for your cogent response. I fully agree. I suspect most people don't want to deal with the issue because it isn't comfortable to know that discrimination, sometimes resulting in death, occurs. Further, one wants to trust the police, and stories of excessive force make that problematic. People would rather blame a wholly innocent suspect with brown skin than address a large issue which kicks up intense emotions. ","blmAnti3",0,"I completely disagree with this statement. First, reporting about the loss of a life is never overblown. Second we know, and have seen through body cameras and cell phone video, that there is a problem with the way law enforcement interacts with people of color. In fact, people of color are more likely to experience excessive use of force than their white counterparts. This is even true in similar instances. This is not to say that all law enforcement is bad. In fact most law enforcement is here to serve and protect. However, it does point to cultural issues within the institution that must be addressed to restore trust between the groups.",71,-7,1,0,1,0,"blm",1,0,3,125.081
"2019-04-10 14:07:57","2019-04-10 14:14:02",0,"76.168.236.207",100,365,1,"2019-04-10 14:14:03","R_1cZjmCiJKQCjWFc",NA,NA,NA,NA,33.9553070068359,-117.245697021484,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,NA,3,2,1,3,1,NA,NA,NA,1,4,1,"-99",21,3,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_2(part_id=131)","I completely agree. There is no right of the institution to remove an accused person until they have been proved guilty. It would not be fair in any other situation to remove someone who is thought to be a criminal, and yes, the accuser should deal with it until a court of law does so. The accused could absolutely sue the establishment and probably the accuser as well, and should do so if found not guilty. ","saAnti2",0,"To immediately remove someone who has been accused of a crime is against their rights. You cannot place judgement until proof is given, an accusation alone is not enough and is unfair to all involved. It would be better for the accuser to remove themselves until it is proven to be true. If someone is accused of assault and then forcibly removed, and after that they are proven innocent, they definitely have a case to sue against the establishment. ",76,-1,1,0,1,0,"sa",1,0,3,151.849
"2019-04-10 14:08:35","2019-04-10 14:14:16",0,"128.193.65.4",100,341,1,"2019-04-10 14:14:17","R_xeVNrsTZT3IP7C9",NA,NA,NA,NA,44.5637969970703,-123.277900695801,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,NA,NA,NA,NA,3,1,2,NA,NA,5,4,1,"-99",38,3,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_4(part_id=102)","I completely agree. The courts work on the assumption of innocent until proven guilty, so the campus should work in the same way. If the accuser can get someone removed from campus just through a statement, then this could very well perpetuate the idea that if you don't like someone, or if you have a competitor, then all you need to do is accuse them of sexual assault and they will be removed. This is more than likely to lead to an increase in crying wolf, meaning that the genuine accusations will not be taken as seriously.","saAnti4",0,"The alleged perpetrator should be given due process and a fair trial before anything is done. Assuming guilt before a fair process is the right way. If someone accused me of a crime its my right to be able to defend myself, especially if I did not the crime. If I was assumed guilty before I had the chance, that would be a double crime. Due process needs to be the priority in cases of sexual assault and accusations. Women are not to be believed simply because they are women. Men lie, women lie, everybody is capable of lying.  This idea that women are not capable of lying is a made up idea and if anybody has ever known any women they fully know that women and men are both capable of lying. doesn't matter what gender you are. all people are capable of lies.",98,3,1,1,0,0,"sa",5,1,1,136.149
"2019-04-10 14:02:35","2019-04-10 14:14:18",0,"207.255.18.1",100,703,1,"2019-04-10 14:14:19","R_wTNyEln4UhGOODT",NA,NA,NA,NA,40.5052032470703,-78.3905029296875,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,NA,2,3,NA,3,2,3,6,2,NA,NA,1,"-99",51,6,"not_manipulated","police",1,"FL_61","FL_82","Police_Agree_Statement_3(dataset_id73/p_id37/session3)","","I totally agree with the person in the last statement. The narrative that certain minority groups and political advisors just could'nt possibly add up to their findings. I feel the media is trying desperately to create this narrative for a story and and a crusade.","blmPro3",1,"I completely agree with this statement.  There is an estimated 400,000 police contacts each day with people in the United States.  The narrative you see in the media and pushed by certain groups would make you think that a large number of these contacts are adversarial up to include a high number of violence from the police towards the public.  This is simply not true.  Think about how many times you have seen officers acting inappropriately on the news.  Compare that to 400,000 each day.  The numbers just dont support this narrative.  Like in any profession you have some police officers that should not be police officers and sometimes they act like criminals.",46,-1,1,1,1,0,"blm",6,1,2,178.601
"2019-04-10 13:57:00","2019-04-10 14:14:38",0,"174.226.5.13",100,1057,1,"2019-04-10 14:14:38","R_ZxZ5823HHpuKIWl",NA,NA,NA,NA,36.8545989990234,-76.2143020629883,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,NA,3,NA,NA,1,2,NA,NA,3,4,1,"-99",37,1,"not_manipulated","sexual_assault",1,"FL_61","FL_83","","SexualAssault_Agree_Statement_3(part_id=344)","The assertion that innocent until proven guilty is very important in cases like these. While studies have shown that false sexual assault accusations are not common, that does not mean they do not happen. Removing a falsely accused abuser could tarnish their reputation and academic future for no other reason than protecting an alleged victim.","saPro3",1,"The reason why I think they should immediately be removed from campus to protect the victim's well being is because statistics back up that false sexual assault reports rarely exist. It is much more easy to just believe the victim instead of the alleged abuser. This is important because we want the victim to feel safe while they are trying to recover and continue on with their education. If you don't do this it'll send a message that you're okay with it. That's not what we should do.",55,-2,1,0,0,0,"sa",3,0,1,198.566
"2019-04-10 14:08:50","2019-04-10 14:14:44",0,"104.245.229.190",100,354,1,"2019-04-10 14:14:45","R_2eUY7FpfylGgJge",NA,NA,NA,NA,37.9985961914062,-77.8780975341797,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,NA,NA,1,NA,3,1,3,NA,NA,6,4,2,"-99",36,4,"not_manipulated","sexual_assault",1,"FL_61","FL_83","","SexualAssault_Agree_Statement_2(part_id=1)","It is best to keep offenders off the property.  This will reduce the reoccurence of incidents such as this.  It will keep other students safe and protected from harm.","saPro2",1,"The perpetrator should be removed so that the victim has piece of mind. They will probably be in a horrible state of mind due to the incident. The perpetrator should also be removed because this is a serious crime and they will most likely be in jail due to the act. I think there should be no reason why they should still be allowed to be on campus. What if they do it again? There should be no chances taken.",29,1,1,1,1,0,"sa",6,1,2,129.376
"2019-04-10 14:07:19","2019-04-10 14:14:45",0,"24.100.91.185",100,445,1,"2019-04-10 14:14:46","R_pQo855YSJxxJc1H",NA,NA,NA,NA,36.7326965332031,-88.6505966186523,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,NA,NA,1,1,3,1,2,NA,NA,3,3,2,"-99",19,2,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_4(part_id=102)","I agree with the statement above. Everyone has the right to a fair trial. We should not accept these ""facts"" at face value alone, but should have it investigated.","saAnti4",0,"The alleged perpetrator should be given due process and a fair trial before anything is done. Assuming guilt before a fair process is the right way. If someone accused me of a crime its my right to be able to defend myself, especially if I did not the crime. If I was assumed guilty before I had the chance, that would be a double crime. Due process needs to be the priority in cases of sexual assault and accusations. Women are not to be believed simply because they are women. Men lie, women lie, everybody is capable of lying.  This idea that women are not capable of lying is a made up idea and if anybody has ever known any women they fully know that women and men are both capable of lying. doesn't matter what gender you are. all people are capable of lies.",29,2,1,0,1,0,"sa",3,0,1,123.654
"2019-04-10 14:08:10","2019-04-10 14:15:01",0,"73.192.68.107",100,410,1,"2019-04-10 14:15:01","R_1o6bFqBW9pD9ql1",NA,NA,NA,NA,29.7964019775391,-81.2649002075195,"anonymous","EN",21,"I will answer each question with at least three full sentences. ",1,1,1,2,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,1,"-99",58,2,"manipulated","police",1,"FL_60","FL_82","Police_Agree_Statement_2(dataset_id63/p_id44/session2)","","Whereas in some cases the police were justified in their actions, in other cases, they have hurt people without weapons and/or were not in the commission of a crime. In some cases, the individual simply ran from the police to avoid questioning or after a minor crime. Is it justified to kill someone in such circumstances?","blmPro2",1,"Yes it has been overblown.  The media has portrayed these incidents to be much more common than they actually are, which has fueled the public reaction to be greater than necessary.  The public reaction has largely overlooked the fact that the majority of these incidents have been started with a suspect resisting a lawful arrest.  It has focused almost exclusively on the officer's actions and ignored the fact that nothing detrimental would have occurred had the suspect complied with the officer's orders.  There has also been rioting and destruction by some in the public that has not accomplished anything positive.  Another overreaction is in the public's call for an immediate termination or filing of criminal charges against an officer when there has not been adequate time to conduct a thorough investigation of the officer's actions.",57,-4,1,1,1,1,"blm",5,1,1,193.63
"2019-04-10 14:04:43","2019-04-10 14:15:02",0,"198.49.90.2",100,618,1,"2019-04-10 14:15:02","R_cMaDYxZvVfLYSrf",NA,NA,NA,NA,40.5052947998047,-80.0684967041016,"anonymous","EN",21,"I will answer each question with at least three full sentences. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,NA,NA,3,1,3,1,2,1,4,NA,NA,2,"-99",35,1,"not_manipulated","police",0,"FL_61","FL_82","Police_Disgree_Statement_5(dataset_id115/p_id70/session4)","","I agree with you.  There seems to be a level of self-preservation in the police's seemingly immediate response to fatally shoot these victims.  While their initial intention may not be to kill, additional training in these tense situations could reduce the incidents in the future. ","blmAnti5",0,"I value human life and feel there is a right to dignity - to be able to live without fear of unreasonable search and seizure. Recent fatal interactions between police and citizens have shown a proclivity to self protection rather than preservation of all human life",47,-3,1,0,1,0,"blm",1,0,3,154.298
"2019-04-10 14:05:42","2019-04-10 14:15:13",0,"174.196.147.108",100,571,1,"2019-04-10 14:15:13","R_2uvrlhkAWbAv0a4",NA,NA,NA,NA,36.0527038574219,-85.013801574707,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,NA,1,2,NA,3,NA,NA,NA,NA,7,5,2,"-99",49,4,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_5(part_id=116)","I completely agree with your hypothesis. I do not have a problem with restraining the person accused from attending their courses,as long as if they are proven to be not guilty of this sexual assault crime that they will be able to make up the work in their courses that I missed prior to this accusation. As you said before you must be proven guilty first but you're innocent until that is proven.","saAnti5",0,"Of course a sexual assault allegation is a serious matter and should be treated as such. A victim should have the right to be believed in their accusation, however one of the major tenets of our judicial system and our society even is the right of the accused to be considered innocent until proven guilty. It is this basic right, enshrined in our constitution that protects citizens from unjust, vengeful or malicious persecution. I would be fine with a victim having extra physical or restraining order protection if deemed necessary, but the rights of the accused are just as important as those of the accuser. There may be limited circumstances where an accused person may need to be barred from campus or otherwise restrained, such as previous violent convictions or documented behavior.",75,-3,1,1,0,0,"sa",7,1,3,126.832
"2019-04-10 14:03:11","2019-04-10 14:15:19",0,"74.98.172.199",100,728,1,"2019-04-10 14:15:20","R_2ttagSawM41o6Z9",NA,NA,NA,NA,36.6434020996094,-76.2419967651367,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,NA,1,NA,3,1,3,1,5,NA,NA,2,"-99",31,1,"not_manipulated","police",1,"FL_61","FL_82","Police_Agree_Statement_3(dataset_id73/p_id37/session3)","","There are definitely folks out there who are in entirely wrong fields. But when those ""bad fits"" are panicking and murdering people, reducing the issue to ""this happens in any profession"" is really dismissive. Likewise, how many people do you feel need to die before you consider the issue a substantial problem meriting public outrage? This isn't about ratio; one is too many. ","blmPro3",1,"I completely agree with this statement.  There is an estimated 400,000 police contacts each day with people in the United States.  The narrative you see in the media and pushed by certain groups would make you think that a large number of these contacts are adversarial up to include a high number of violence from the police towards the public.  This is simply not true.  Think about how many times you have seen officers acting inappropriately on the news.  Compare that to 400,000 each day.  The numbers just dont support this narrative.  Like in any profession you have some police officers that should not be police officers and sometimes they act like criminals.",64,-9,1,0,0,0,"blm",1,0,3,323.506
"2019-04-10 14:08:47","2019-04-10 14:15:30",0,"104.173.43.96",100,403,1,"2019-04-10 14:15:31","R_VI8gCLnhyEWS89z",NA,NA,NA,NA,33.7337951660156,-116.929901123047,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,2,2,2,1,1,2,1,3,5,3,NA,NA,2,"-99",25,4,"not_manipulated","police",0,"FL_61","FL_82","Police_Disagree_Statement_4(dataset_id3/p_id25/session1)","","There were                                                                                                                                                               ","blmAnti4",0,"I disagree with this statement for a few reasons. The public reaction has had the benefit of forcing the issues of police misconduct which generations of Americans have experienced with no justice or protection to the forefront of public policy in the country.  Without public pressure and a serious acknowedgement of unqeual protection under the law , these crimes against minority communities would continue to be swept under the rug. Also, if the situations were not broadcast in everyone's living rooms, the general majority public who many times have no experience with these injustices, nor knowlege of how  injustice anywhere is a threat to justice everywhere will feel like they dont have a vested interest in developing solutions to the core issues that cause crime (i.e. lack of economic development, race, community distrust etc). If the instances of police brutality and incarceration were being perpetuated on the majority class there would be no end to the public confrontation.",2,0,1,1,0,0,"blm",5,1,1,266.318
"2019-04-10 14:05:39","2019-04-10 14:15:37",0,"174.71.7.16",100,597,1,"2019-04-10 14:15:38","R_D1TEmXBCv7UFufL",NA,NA,NA,NA,41.2615966796875,-95.8251037597656,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,NA,2,NA,3,2,NA,1,5,NA,NA,2,"-99",29,4,"not_manipulated","police",1,"FL_61","FL_82","Police_Agree_Statement_1(dataset_id4/p_id28/session1)","","Even if the media blows a few isolated incidents out of proportion, if an officer is out of line then they should have proper consequences for their actions. I have witnessed officers who seemed to think their badges made them above the law. An officer who has this mind set is a danger to society and a horrible example for the police force. Regardless of how often it happens we should not allow police officers to be above the law.","blmPro1",1,"I believe that the media plays a major role in blowing these issues out of proportion.  It is easy to take isolated incidents and exploitt them to try and demonstrate profiling or misconduct.  I believe the public reaction is a residue of misinformation or ignorance.  Also- it largly depends on your point of view and your personal experience.",80,-2,1,0,0,0,"blm",1,0,3,231.44
"2019-04-10 14:08:56","2019-04-10 14:15:38",0,"50.74.152.234",100,402,1,"2019-04-10 14:15:38","R_28BrgWZ95EWsixi",NA,NA,NA,NA,40.6799011230469,-74.002799987793,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,NA,3,NA,2,1,1,3,2,NA,NA,1,"-99",33,2,"not_manipulated","police",0,"FL_61","FL_82","Police_Disgree_Statement_5(dataset_id115/p_id70/session4)","","I do not think that confrontations have been overblown. I think it is wrong for a person's constitutional rights to be violated. ","blmAnti5",0,"I value human life and feel there is a right to dignity - to be able to live without fear of unreasonable search and seizure. Recent fatal interactions between police and citizens have shown a proclivity to self protection rather than preservation of all human life",23,-2,1,0,1,0,"blm",3,0,1,133.018
"2019-04-10 14:07:35","2019-04-10 14:15:40",0,"165.156.39.18",100,484,1,"2019-04-10 14:15:41","R_2zI3qvhPlz809b0",NA,NA,NA,NA,39.2899017333984,-84.5290985107422,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,1,1,2,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"-99",30,5,"manipulated","sexual_assault",0,"FL_60","FL_83","","SexualAssault_Disagree_Statement_3(part_id=72)","I agree, I believe it certainly sets up a Salem witch trial scenario where someone's life could be ruined without due process.  I don't think the student, however, should be removed from campus until they have had that due process.  I believe the due process would either be in court or through the university's student panel.","saAnti3",0,"Having someone immediately removed from a campus just because someone made an accusation against them is a little ridiculous. This type of precedent sets up mainly male students but could also set up female students as well to be in a position where they are in constant fear. This fear would come from knowing that if they say the wrong thing or act the wrong way they could be taken off campus without proof. Now if there is immediate proof then I completely agree that they should be kicked out, however without a good amount of evidence to prove something happened then I think kicking the students off campus should wait.",59,-1,1,0,1,1,"sa",1,0,3,156.272
"2019-04-10 14:08:29","2019-04-10 14:15:41",0,"75.66.233.40",100,431,1,"2019-04-10 14:15:42","R_3MQZUOcuPfPXGVO",NA,NA,NA,NA,35.1062927246094,-89.9410018920898,"anonymous","EN",21,"I will answer each question with at least three full sentences.",1,1,1,2,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,"-99",27,5,"manipulated","sexual_assault",0,"FL_60","FL_83","","SexualAssault_Disagree_Statement_5(part_id=116)","Sexual assault is a very serious matter and is especially dire in the beginning of someone's young adult life. The accuser should feel safe and secure after such an incident but how do you accomplish that without completely isolating the accused? The accused could be completely innocent as well like you said, so what do we do with them after the accusation has been made?","saAnti5",0,"Of course a sexual assault allegation is a serious matter and should be treated as such. A victim should have the right to be believed in their accusation, however one of the major tenets of our judicial system and our society even is the right of the accused to be considered innocent until proven guilty. It is this basic right, enshrined in our constitution that protects citizens from unjust, vengeful or malicious persecution. I would be fine with a victim having extra physical or restraining order protection if deemed necessary, but the rights of the accused are just as important as those of the accuser. There may be limited circumstances where an accused person may need to be barred from campus or otherwise restrained, such as previous violent convictions or documented behavior.",66,2,1,1,0,1,"sa",7,1,3,194.786
"2019-04-10 14:04:36","2019-04-10 14:15:41",0,"96.253.1.208",100,664,1,"2019-04-10 14:15:42","R_1gp6mxlbNzDuJdd",NA,NA,NA,NA,41.4875946044922,-71.3271026611328,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,NA,NA,2,1,3,1,NA,6,1,NA,NA,2,"-99",36,4,"not_manipulated","police",0,"FL_61","FL_82","Police_Disagree_Statement_2(dataset_id84/p_id38/session3)","","I am not a minority, and I do not think that the police are as careless as you say.  They don't want to kill anyone.  They will get in trouble and possibly lose their job if they kill someone carelessly.  Why would they want to do that?  Their job is to protect, so if someone is looking or acting like a threat, they have to do what they have to do.","blmAnti2",0,"There have been several instances caught on tape where innocent minorities have been shot and killed. Many police carry their on biases to work with them, like many of us. The difference is that they are armed with guns and the right to shoot to kill. There are instances when the police in question have had work histories that are questionable. Infractions of rules, overstepping authority and so forth. Typically those who say it is overblown are not minorities or if they are they are minorities who themselves are police. There seems to be an understanding that it is not an issue because we have not reach an epic number. Isn't one innocent person killed too much?",72,-4,1,1,0,0,"blm",6,1,2,161.788
"2019-04-10 14:07:39","2019-04-10 14:15:41",0,"72.26.63.254",100,482,1,"2019-04-10 14:15:42","R_3MxjCZ4hVoiWYHb",NA,NA,NA,NA,26.18310546875,-97.7468032836914,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,1,"-99",48,7,"manipulated","police",1,"FL_60","FL_82","Police_Agree_Statement_4(datset_id54/p_id60/session2)","","I totally agree with this person.

While there are cases that are horrific, what has been magnified by the media is just a small portion of what is truly going on.

We are expected to be outraged and believe what the media portrays is the norm; however, we can look at the whole and see that these incidents are a minor part of the relations between police and the citizens.","blmPro4",1,"I believe that the media serves as one of the number one factors in why the confrontations are overblown. 10 years ago we did not have social media. Every incident that happened couldn't be recorded and posted to the internet immediately. I believe that we had the same types of issues going on the public just didn't have as much instant access to the information and to see videos of the actual footage. Everyone walks around with a cell phone with a camera attached to them. They can video anything and people do. Events are on social media within seconds of when they occur. Police have to defend their actions much more today because of the sensitivity from social media.",70,-2,1,1,1,1,"blm",7,1,3,220.277
"2019-04-10 14:07:23","2019-04-10 14:15:47",0,"24.250.9.214",100,503,1,"2019-04-10 14:15:48","R_YcuT4aBC1wPQw8x",NA,NA,NA,NA,41.7958068847656,-72.5241012573242,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,1,1,2,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,"-99",28,2,"manipulated","sexual_assault",1,"FL_60","FL_83","","SexualAssault_Agree_Statement_5(part_id=300)","I can understand and appreciate your arguments for why the alleged perpetrator should be removed from campus. After reading your statement, I am thinking long and hard about the reasons you have given and can conclude that they are rational and reasonable. Your statement has made me think about this situation in a new light, and I can understand where you are coming from with your reasoning.","saPro5",1,"The alleged perpetrator should be immediately removed from campus, though not necessarily immediately expelled without due process.  The removal is for the mental and physical safety of the victim, which is the most important thing.  It shows that the school supports the victim and that sexual violence will not be tolerated.  At that point, the school and police authorities can begin their investigation, but the victim can feel safer that he or she won't run into that person in class or in other school buildings.  The vast, vast majority of alleged victims are telling the truth.  There are always exceptions, but these are few and far between.  We must believe victims and must assume that they are telling the truth, so immediate removal of the accused is certainly necessary, for the safety of the accuser as well as other women on campus.  If an investigation concludes that the assault did not happen, the appropriate corrections can be made at that time.  But it is important to err on the side of caution and protecting victims. ",67,2,1,1,1,1,"sa",6,1,2,241.806
"2019-04-10 14:02:38","2019-04-10 14:15:50",0,"67.181.18.138",100,791,1,"2019-04-10 14:15:50","R_OrrpfvvqDpgWKwp",NA,NA,NA,NA,38.6282958984375,-121.330703735352,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,NA,3,NA,3,1,1,NA,NA,6,5,2,"-99",52,1,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_1(part_id=157)","I believe this argument is correct. IF the accused if found guilty, then yeah, they should be kept away from others. There are, indeed, false accusations, so until it's proven, it would be a good idea not the just carry on as if the accused is guilty. There is a kind of gray area here, because if the person does turn out to be guilty, the safety of all is of great concern, especially in a smaller space like a campus. Maybe just warnings, with no one's name, should be distributed and displayed around at least.","saAnti1",0,"The process includes a thorough investigation before any kind of restraint or arrest of a person. This society's legal process has a basic tenet of innocent until [proven guilty. The college must treat everyone fairly and react strongly only when there is good cause to do so. To immediately act is to assume the accusation is true. The accuser could have a grudge against the accused and just made it up or maybe a past wrong by the accused against wasn't righted and the accuser did it out of spite. We need to be logical, not driven by emotions, gather evidence and listen to all sides, then decide on a course of action.",98,-1,1,1,0,0,"sa",6,1,2,208.425
"2019-04-10 14:03:12","2019-04-10 14:16:10",0,"73.7.76.198",100,778,1,"2019-04-10 14:16:11","R_2XpxS4m9Jn3Px2u",NA,NA,NA,NA,33.9371948242188,-84.0791015625,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA,1,1,NA,2,NA,3,NA,NA,2,2,2,"-99",48,5,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_1(part_id=157)","Those are valid arguments and I agree with your points.  We live by innocent until proven guilty, that's how our justice system works.  We can't just determine a person is guilty based on accusations.  People would be wrongly accusing people of something all the time and creating chaos if we only went by our assumptions or what someone has said without investigating further.","saAnti1",0,"The process includes a thorough investigation before any kind of restraint or arrest of a person. This society's legal process has a basic tenet of innocent until [proven guilty. The college must treat everyone fairly and react strongly only when there is good cause to do so. To immediately act is to assume the accusation is true. The accuser could have a grudge against the accused and just made it up or maybe a past wrong by the accused against wasn't righted and the accuser did it out of spite. We need to be logical, not driven by emotions, gather evidence and listen to all sides, then decide on a course of action.",65,-4,1,0,1,0,"sa",2,0,2,182.673
"2019-04-10 14:05:32","2019-04-10 14:16:19",0,"159.53.110.141",100,646,1,"2019-04-10 14:16:19","R_232ZZQuAz02hCex",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA,1,1,NA,1,NA,3,5,4,NA,NA,1,"-99",36,6,"not_manipulated","police",0,"FL_61","FL_82","Police_Disagree_Statement_2(dataset_id84/p_id38/session3)","","I believe Police are trained well and defending themselves. The victims should be more cooperative and less suspicious and they wouldn't get themselves into harm and danger. If the people, respected the authorities better there would be less issues.","blmAnti2",0,"There have been several instances caught on tape where innocent minorities have been shot and killed. Many police carry their on biases to work with them, like many of us. The difference is that they are armed with guns and the right to shoot to kill. There are instances when the police in question have had work histories that are questionable. Infractions of rules, overstepping authority and so forth. Typically those who say it is overblown are not minorities or if they are they are minorities who themselves are police. There seems to be an understanding that it is not an issue because we have not reach an epic number. Isn't one innocent person killed too much?",40,-1,1,1,0,0,"blm",5,1,1,145.962
